,ID,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size
5698,462434,Male,Yes,57,Yes,Artist,0.0,Average,4.0
5699,463625,Male,Yes,35,No,Artist,1.0,Average,3.0
5700,465871,Male,No,33,No,Entertainment,8.0,Low,1.0
5701,461131,Male,Yes,68,Yes,Artist,0.0,High,
5702,463151,Male,Yes,60,Yes,Artist,1.0,Low,1.0
5703,459794,Male,Yes,52,Yes,Artist,0.0,Low,2.0
5704,462770,Male,No,18,No,Healthcare,,Low,3.0
5705,467590,Male,No,25,Yes,Artist,,Low,1.0
5706,465004,Male,No,35,Yes,Entertainment,0.0,Low,3.0
5707,464851,Male,No,18,No,Doctor,0.0,Low,6.0
5708,467383,Female,Yes,77,Yes,Lawyer,0.0,High,2.0
5709,466277,Male,No,18,No,Healthcare,0.0,Low,5.0
5710,462115,Male,No,18,No,Healthcare,0.0,Low,3.0
5711,463958,Female,No,25,No,Healthcare,0.0,Low,5.0
5712,460023,Male,Yes,49,Yes,Entertainment,0.0,Low,1.0
5713,460085,Female,No,37,Yes,Marketing,0.0,Low,1.0
5714,463930,Male,Yes,49,Yes,Artist,1.0,Average,2.0
5715,463458,Male,Yes,26,Yes,Entertainment,1.0,Average,2.0
5716,467147,Male,No,45,Yes,Entertainment,0.0,Low,1.0
5717,461930,Female,No,42,Yes,Artist,0.0,Low,1.0
5718,464398,Male,Yes,48,No,Marketing,0.0,Low,5.0
5719,461133,Male,No,23,No,Healthcare,1.0,Low,4.0
5720,466382,Female,Yes,52,Yes,Engineer,4.0,High,2.0
5721,466914,Male,Yes,81,Yes,Entertainment,1.0,Low,1.0
5722,459986,Male,Yes,60,Yes,Artist,0.0,Low,1.0
5723,465102,Male,Yes,57,Yes,Lawyer,1.0,High,2.0
5724,459209,Female,No,21,No,Entertainment,1.0,Low,4.0
5725,464174,Female,No,43,Yes,Engineer,0.0,Low,4.0
5726,461516,Male,Yes,32,Yes,Entertainment,0.0,Average,3.0
5727,463252,Male,Yes,50,Yes,Artist,0.0,Average,2.0
5728,462795,Male,No,25,No,Entertainment,13.0,Low,3.0
5729,461927,Male,No,25,No,Healthcare,1.0,Low,4.0
5730,467337,Male,Yes,56,Yes,Artist,1.0,Average,4.0
5731,465645,Female,No,36,Yes,Artist,9.0,Low,2.0
5732,465844,Female,No,46,Yes,Engineer,0.0,Low,1.0
5733,460425,Female,No,27,No,Doctor,,Low,3.0
5734,461181,Male,No,21,No,Healthcare,,Low,4.0
5735,460305,Female,,49,Yes,Entertainment,1.0,High,1.0
5736,461290,Male,No,22,No,Healthcare,,Low,2.0
5737,460256,Male,No,53,Yes,Artist,2.0,Low,2.0
5738,466825,Female,Yes,41,Yes,Artist,1.0,Low,2.0
5739,464051,Male,Yes,53,Yes,Doctor,0.0,Average,2.0
5740,464643,Female,Yes,79,No,Engineer,0.0,High,2.0
5741,467239,Female,No,33,No,Engineer,1.0,Low,3.0
5742,461113,Female,No,23,No,Healthcare,1.0,Low,4.0
5743,466980,Male,Yes,72,Yes,Lawyer,1.0,High,2.0
5744,463663,Female,No,37,Yes,,0.0,Low,2.0
5745,466077,Male,Yes,35,Yes,Doctor,9.0,High,3.0
5746,462641,Female,Yes,42,No,,,Average,
5747,460520,Female,No,28,Yes,Doctor,1.0,Low,3.0
5748,466429,Male,Yes,36,No,Healthcare,1.0,Low,2.0
5749,460161,Male,No,38,Yes,Artist,0.0,Low,1.0
5750,461579,Female,Yes,43,Yes,Artist,4.0,High,3.0
5751,467155,Male,Yes,47,No,Executive,0.0,High,4.0
5752,460746,Male,No,22,No,Marketing,1.0,Low,3.0
5753,464901,Male,Yes,82,No,Executive,1.0,High,4.0
5754,462685,Female,No,32,No,Healthcare,,Low,3.0
5755,464238,Male,Yes,87,Yes,Lawyer,0.0,High,2.0
5756,466135,Male,Yes,47,Yes,Artist,1.0,Low,2.0
5757,465196,Female,No,33,Yes,Artist,3.0,Low,2.0
5758,463110,Male,Yes,68,No,Executive,1.0,High,2.0
5759,461549,Female,Yes,68,Yes,Artist,,Average,2.0
5760,463820,Male,Yes,45,Yes,Executive,8.0,High,4.0
5761,462819,Male,Yes,49,Yes,Artist,0.0,Average,3.0
5762,462456,Male,No,18,No,Healthcare,0.0,Low,8.0
5763,467909,Female,No,45,Yes,Doctor,0.0,Low,1.0
5764,463391,Male,Yes,62,Yes,Doctor,5.0,Low,1.0
5765,467211,Female,Yes,75,Yes,Lawyer,0.0,Low,1.0
5766,462256,Female,Yes,59,Yes,Homemaker,0.0,Average,4.0
5767,459491,Female,Yes,39,Yes,Artist,1.0,Average,4.0
5768,464664,Male,Yes,39,No,Entertainment,1.0,Average,5.0
5769,459925,Male,Yes,68,No,Executive,1.0,High,2.0
5770,459412,Male,Yes,62,Yes,,0.0,Average,3.0
5771,463224,Male,Yes,50,Yes,Executive,0.0,High,4.0
5772,459066,Male,Yes,47,Yes,Executive,8.0,High,4.0
5773,463387,Male,,20,No,Marketing,3.0,Low,2.0
5774,463714,Male,Yes,57,No,,1.0,Average,2.0
5775,462052,Male,Yes,51,Yes,Artist,1.0,Low,2.0
5776,463304,Female,No,41,Yes,Doctor,0.0,Low,1.0
5777,463521,Male,Yes,45,Yes,Executive,1.0,High,4.0
5778,464703,Male,Yes,40,No,Doctor,1.0,Average,5.0
5779,463542,Female,Yes,27,No,Artist,6.0,High,5.0
5780,463425,Male,Yes,43,No,Entertainment,3.0,Low,
5781,465353,Male,Yes,73,Yes,Artist,1.0,Average,2.0
5782,459696,Male,Yes,43,Yes,Engineer,0.0,Average,2.0
5783,462147,Female,Yes,82,Yes,Lawyer,,Low,1.0
5784,460815,Male,Yes,55,Yes,Artist,0.0,High,2.0
5785,463413,Male,Yes,41,No,Doctor,1.0,Average,2.0
5786,460481,Male,No,25,Yes,Entertainment,1.0,Low,2.0
5787,463336,Female,Yes,62,No,Engineer,4.0,Low,1.0
5788,462485,Female,Yes,37,No,Engineer,0.0,Low,2.0
5789,465676,Female,Yes,51,Yes,Entertainment,,Average,2.0
5790,459357,Male,Yes,69,No,Lawyer,0.0,Low,1.0
5791,464428,Female,Yes,89,Yes,Entertainment,6.0,Average,4.0
5792,465341,Male,No,29,Yes,Healthcare,,Low,6.0
5793,463295,Male,No,28,No,Entertainment,0.0,Low,3.0
5794,467750,Male,Yes,40,Yes,Artist,,Average,3.0
5795,461877,Female,No,38,Yes,Artist,7.0,Low,2.0
5796,467793,Male,No,18,No,Healthcare,3.0,Low,4.0
5797,466816,Male,Yes,81,Yes,Lawyer,1.0,High,2.0
5798,462271,Male,Yes,45,Yes,Executive,2.0,Average,4.0
5799,463677,Male,Yes,42,No,Executive,1.0,High,5.0
5800,461400,Male,No,36,No,Marketing,0.0,Low,1.0
5801,466140,Male,Yes,30,Yes,Entertainment,0.0,Low,2.0
5802,463435,Female,No,33,Yes,Healthcare,0.0,Low,3.0
5803,463858,Male,Yes,37,No,Artist,0.0,Average,2.0
5804,459777,Male,Yes,35,No,Artist,9.0,Low,3.0
5805,463545,Female,No,31,Yes,Doctor,0.0,Low,2.0
5806,462188,Female,Yes,53,No,Engineer,0.0,Average,4.0
5807,465966,Male,No,36,Yes,Doctor,9.0,Low,1.0
5808,464869,Male,Yes,37,Yes,Entertainment,0.0,Low,2.0
5809,459564,Male,Yes,80,Yes,Lawyer,2.0,Low,1.0
5810,459099,Male,Yes,30,Yes,Doctor,8.0,Average,2.0
5811,459559,Female,Yes,39,No,Engineer,,Average,3.0
5812,461054,Female,No,18,No,Marketing,,Low,
5813,465994,Male,No,32,No,Doctor,3.0,Low,3.0
5814,461243,Male,Yes,49,Yes,Marketing,0.0,Low,5.0
5815,464163,Male,Yes,67,Yes,Executive,0.0,High,4.0
5816,459781,Male,No,47,No,Entertainment,1.0,Low,1.0
5817,462021,Male,Yes,35,No,Engineer,1.0,Low,6.0
5818,464004,Female,Yes,26,No,Marketing,0.0,Low,5.0
5819,459918,Female,No,43,Yes,Artist,1.0,Low,1.0
5820,463783,Female,No,30,No,Healthcare,,Low,
5821,465725,Male,No,29,Yes,Doctor,0.0,Low,2.0
5822,461150,Female,,20,No,Marketing,0.0,High,2.0
5823,466022,Female,Yes,67,No,Engineer,,High,3.0
5824,462086,Male,No,41,Yes,Doctor,4.0,Low,2.0
5825,459627,Male,No,40,Yes,Artist,14.0,Low,2.0
5826,462524,Female,Yes,40,Yes,Doctor,,Low,2.0
5827,462764,Male,No,18,No,Healthcare,,Low,4.0
5828,462907,Male,No,29,No,Healthcare,2.0,Low,5.0
5829,464766,Female,Yes,51,No,Engineer,7.0,Average,5.0
5830,467608,Male,No,32,Yes,Engineer,6.0,Low,1.0
5831,467763,Female,No,48,Yes,Artist,1.0,Low,1.0
5832,467972,Male,No,22,No,Artist,1.0,Low,3.0
5833,459484,Female,Yes,35,Yes,Entertainment,1.0,Average,2.0
5834,459622,Female,No,51,Yes,Artist,2.0,Low,1.0
5835,462023,Female,Yes,46,No,Engineer,8.0,Low,1.0
5836,461484,Female,No,27,Yes,Healthcare,1.0,Low,5.0
5837,459020,Female,Yes,56,Yes,Artist,0.0,Average,4.0
5838,466028,Male,Yes,50,Yes,Artist,4.0,Average,4.0
5839,460362,Male,Yes,59,Yes,Healthcare,0.0,Low,3.0
5840,464171,Female,Yes,61,Yes,Artist,0.0,Low,1.0
5841,465144,Male,No,32,Yes,Doctor,9.0,Low,1.0
5842,461861,Female,No,26,Yes,Healthcare,1.0,Low,5.0
5843,467843,Female,No,23,No,Healthcare,,Low,4.0
5844,459017,Male,Yes,50,Yes,Executive,,High,6.0
5845,463606,Male,No,22,No,Marketing,0.0,Low,4.0
5846,467871,Female,No,29,No,Marketing,4.0,Low,3.0
5847,461730,Male,Yes,46,Yes,Artist,1.0,Low,3.0
5848,467514,Male,No,43,Yes,Artist,,Low,4.0
5849,460529,Male,No,33,No,Artist,,Low,
5850,463169,Female,Yes,85,Yes,Lawyer,0.0,Low,1.0
5851,460646,Male,Yes,57,Yes,Entertainment,,Low,
5852,460102,Male,Yes,43,Yes,Artist,9.0,High,2.0
5853,460490,Female,No,18,No,Healthcare,0.0,Low,4.0
5854,459511,Male,Yes,87,No,Artist,1.0,Low,1.0
5855,466601,Male,Yes,40,Yes,Artist,1.0,Average,2.0
5856,467616,Male,Yes,25,Yes,Entertainment,1.0,Low,2.0
5857,459659,Female,,18,No,Healthcare,,Low,3.0
5858,459811,Female,Yes,48,Yes,Artist,1.0,High,3.0
5859,460087,Female,Yes,56,Yes,Entertainment,0.0,Average,2.0
5860,466723,Female,No,32,No,Entertainment,1.0,Low,3.0
5861,461580,Female,No,38,Yes,Artist,7.0,Low,7.0
5862,465026,Female,No,31,No,Doctor,1.0,Low,2.0
5863,465825,Female,Yes,36,No,Executive,9.0,Average,5.0
5864,467844,Male,No,37,Yes,Healthcare,0.0,Low,2.0
5865,463348,Female,Yes,40,Yes,Doctor,1.0,Low,2.0
5866,466314,Male,No,18,No,Healthcare,5.0,Low,4.0
5867,462518,Female,No,26,No,Healthcare,0.0,Low,6.0
5868,459601,Female,No,23,No,Healthcare,,Low,2.0
5869,461806,Male,No,27,Yes,Healthcare,9.0,Low,2.0
5870,459584,Female,No,20,No,Healthcare,1.0,Low,3.0
5871,463133,Male,Yes,47,No,Artist,1.0,Average,4.0
5872,459856,Male,Yes,50,No,Entertainment,1.0,Average,3.0
5873,460986,Male,No,37,Yes,Doctor,0.0,Low,3.0
5874,465360,Female,Yes,49,Yes,Artist,1.0,Average,2.0
5875,466869,Male,Yes,29,Yes,Healthcare,1.0,Low,3.0
5876,465884,Male,Yes,37,Yes,Executive,6.0,High,3.0
5877,459300,Female,Yes,58,Yes,Artist,0.0,Low,
5878,461485,Male,Yes,59,No,Engineer,1.0,Average,3.0
5879,466579,Male,No,21,No,Marketing,0.0,Low,5.0
5880,467706,Female,Yes,42,Yes,Artist,,Average,4.0
5881,463125,Male,No,29,No,Healthcare,0.0,Low,6.0
5882,463673,Male,No,33,Yes,Healthcare,,Low,5.0
5883,465899,Female,No,38,Yes,Doctor,9.0,Low,2.0
5884,459703,Male,Yes,37,Yes,Artist,0.0,Low,3.0
5885,464317,Male,Yes,60,Yes,Entertainment,1.0,Average,3.0
5886,465093,Male,Yes,55,Yes,Doctor,0.0,Low,1.0
5887,464361,Male,Yes,50,Yes,Artist,1.0,Average,2.0
5888,459299,Male,No,36,Yes,Artist,,Low,3.0
5889,462334,Male,No,47,Yes,Artist,9.0,Low,2.0
5890,459989,Male,Yes,52,Yes,Artist,6.0,Average,2.0
5891,464757,Female,Yes,42,No,Executive,0.0,Average,5.0
5892,462293,Male,No,32,No,Healthcare,0.0,Low,3.0
5893,462638,Female,No,33,Yes,Engineer,,Low,2.0
5894,464820,Female,No,25,No,Artist,1.0,Low,1.0
5895,465709,Male,Yes,68,Yes,Entertainment,1.0,Average,2.0
5896,462277,Male,Yes,36,Yes,Entertainment,4.0,Average,2.0
5897,465223,Male,Yes,51,Yes,Artist,,Average,4.0
5898,464776,Female,Yes,47,No,Engineer,,Average,5.0
5899,465228,Male,Yes,62,Yes,Artist,0.0,High,2.0
5900,461368,Male,No,32,Yes,Doctor,4.0,Low,5.0
5901,460698,Female,Yes,66,No,Artist,,Average,2.0
5902,460435,Female,Yes,48,Yes,Artist,0.0,Low,1.0
5903,465080,Male,Yes,70,Yes,Lawyer,8.0,Average,2.0
5904,459272,Female,Yes,60,Yes,Artist,0.0,High,2.0
5905,466578,Male,No,45,No,Artist,2.0,Low,1.0
5906,466646,Female,Yes,48,Yes,Homemaker,1.0,Low,2.0
5907,466408,Male,Yes,76,Yes,Lawyer,1.0,Low,2.0
5908,460948,Male,Yes,53,Yes,Engineer,4.0,Low,3.0
5909,462244,Male,Yes,83,No,Executive,1.0,High,3.0
5910,459410,Female,Yes,79,Yes,Lawyer,1.0,High,2.0
5911,466668,Female,Yes,49,Yes,Engineer,0.0,Low,1.0
5912,467437,Female,Yes,76,Yes,Lawyer,0.0,High,2.0
5913,465267,Male,Yes,37,No,Engineer,12.0,Average,5.0
5914,464465,Female,Yes,37,Yes,Artist,,Average,6.0
5915,463849,Female,Yes,35,No,Artist,0.0,Low,2.0
5916,467191,Female,Yes,31,No,Homemaker,12.0,Average,2.0
5917,460970,Male,No,21,No,Marketing,1.0,Low,5.0
5918,463943,Male,No,71,Yes,Entertainment,1.0,Low,2.0
5919,463778,Female,No,27,No,Engineer,1.0,Low,4.0
5920,462792,Male,Yes,52,No,Homemaker,,Average,4.0
5921,459739,Male,Yes,72,No,Engineer,1.0,High,
5922,462894,Male,Yes,43,Yes,Artist,2.0,Average,4.0
5923,465963,Male,Yes,46,Yes,Artist,0.0,Low,2.0
5924,466791,Male,Yes,88,No,Lawyer,1.0,Low,1.0
5925,460807,Male,No,29,No,Healthcare,1.0,Low,6.0
5926,462328,Male,No,27,No,Engineer,0.0,Low,5.0
5927,460618,Male,Yes,55,Yes,Lawyer,,Low,4.0
5928,460041,Female,Yes,48,No,Artist,8.0,Average,3.0
5929,466840,Male,No,20,No,Healthcare,4.0,Low,5.0
5930,461585,Male,No,38,Yes,Entertainment,1.0,Low,1.0
5931,460538,Female,,22,No,Healthcare,0.0,High,3.0
5932,462570,Female,No,29,No,Homemaker,1.0,Low,6.0
5933,461845,Female,Yes,48,Yes,Doctor,1.0,Average,4.0
5934,465182,Female,No,65,Yes,Lawyer,0.0,Low,1.0
5935,463868,Male,Yes,51,No,Engineer,1.0,Average,7.0
5936,464028,Female,No,21,No,Healthcare,0.0,Low,5.0
5937,466438,Female,No,42,Yes,Artist,0.0,Low,1.0
5938,462196,Male,Yes,56,No,Marketing,1.0,Average,3.0
5939,463043,Female,Yes,86,Yes,Lawyer,9.0,High,2.0
5940,464316,Male,Yes,59,Yes,Artist,0.0,Average,4.0
5941,466595,Male,Yes,86,Yes,Executive,1.0,High,2.0
5942,465240,Male,Yes,59,Yes,Artist,4.0,High,2.0
5943,467303,Male,Yes,38,Yes,Doctor,3.0,Average,2.0
5944,465388,Female,No,31,Yes,Marketing,0.0,Low,1.0
5945,462014,Female,No,45,Yes,Artist,1.0,Low,1.0
5946,465401,Female,Yes,48,Yes,Artist,10.0,Low,2.0
5947,461096,Female,No,33,No,Engineer,9.0,Low,4.0
5948,462801,Male,Yes,38,Yes,Entertainment,9.0,Average,3.0
5949,463829,Female,Yes,49,Yes,Artist,1.0,Average,4.0
5950,459770,Female,Yes,48,Yes,Artist,8.0,Average,2.0
5951,461421,Male,Yes,37,Yes,Artist,,Average,3.0
5952,463737,Male,No,28,Yes,Healthcare,7.0,Low,4.0
5953,462433,Female,Yes,33,Yes,Doctor,0.0,Average,2.0
5954,465311,Male,No,20,No,Healthcare,0.0,Low,4.0
5955,464804,Male,Yes,27,No,Entertainment,0.0,Low,1.0
5956,464721,Male,Yes,39,Yes,Artist,3.0,Average,4.0
5957,465131,Female,Yes,87,No,Lawyer,0.0,Low,1.0
5958,467371,Male,No,30,Yes,Healthcare,1.0,Low,4.0
5959,465348,Male,,30,No,Executive,,High,
5960,459004,Female,Yes,51,Yes,Artist,1.0,High,5.0
5961,465290,Male,Yes,46,Yes,Executive,1.0,High,5.0
5962,464165,Female,No,55,No,Entertainment,3.0,Low,1.0
5963,462502,Male,No,39,No,Entertainment,0.0,Low,4.0
5964,467572,Male,Yes,63,Yes,Artist,1.0,Average,4.0
5965,464117,Male,Yes,84,Yes,Lawyer,0.0,High,2.0
5966,461688,Male,Yes,41,Yes,Executive,7.0,High,2.0
5967,467148,Male,No,28,Yes,Artist,,Low,1.0
5968,460130,Male,No,27,Yes,Healthcare,2.0,Low,4.0
5969,462425,Male,No,35,Yes,Doctor,3.0,Low,1.0
5970,460326,Female,Yes,47,Yes,Artist,6.0,Low,2.0
5971,465903,Female,No,51,Yes,Artist,0.0,Low,1.0
5972,461961,Female,Yes,32,Yes,Artist,8.0,Low,3.0
5973,467855,Male,Yes,31,Yes,Engineer,1.0,Low,2.0
5974,459213,Female,No,38,Yes,Healthcare,0.0,Low,4.0
5975,461120,Male,No,20,No,Healthcare,1.0,Low,3.0
5976,467927,Male,No,31,Yes,Doctor,8.0,Low,6.0
5977,466908,Male,Yes,55,Yes,Entertainment,1.0,Low,2.0
5978,461042,Male,No,19,No,Healthcare,0.0,Low,
5979,466497,Male,No,83,Yes,Lawyer,0.0,Low,1.0
5980,465027,Male,Yes,41,Yes,Doctor,0.0,Low,2.0
5981,463550,Female,Yes,38,Yes,Artist,1.0,Average,2.0
5982,462943,Male,Yes,61,Yes,Executive,5.0,High,2.0
5983,462954,Female,Yes,48,Yes,Homemaker,12.0,Low,1.0
5984,463567,Male,Yes,40,Yes,Doctor,1.0,Average,2.0
5985,466124,Female,No,47,Yes,Artist,0.0,Low,1.0
5986,463354,Male,Yes,53,Yes,Executive,4.0,High,4.0
5987,463461,Male,No,29,No,Doctor,,Low,4.0
5988,465586,Male,Yes,72,No,Artist,1.0,Low,1.0
5989,466178,Female,Yes,50,Yes,Artist,1.0,Average,4.0
5990,461929,Male,Yes,63,Yes,Entertainment,0.0,Low,1.0
5991,465752,Male,Yes,42,Yes,Artist,5.0,Average,2.0
5992,462931,Male,Yes,40,No,Entertainment,14.0,Average,3.0
5993,467853,Female,Yes,63,Yes,Artist,1.0,Average,5.0
5994,467277,Male,No,25,Yes,Artist,13.0,Low,3.0
5995,459049,Male,Yes,49,Yes,Executive,2.0,High,4.0
5996,464098,Female,No,28,No,Healthcare,0.0,Low,6.0
5997,459438,Female,Yes,69,Yes,Artist,0.0,High,2.0
5998,466815,Male,No,31,No,Healthcare,0.0,Low,5.0
5999,459747,Female,Yes,36,Yes,Artist,1.0,Average,5.0
6000,461014,Male,No,21,No,Healthcare,9.0,Low,4.0
6001,462007,Female,Yes,36,Yes,Artist,1.0,Average,2.0
6002,465446,Female,No,41,Yes,Healthcare,12.0,Low,1.0
6003,461416,Female,No,31,Yes,Artist,13.0,Low,2.0
6004,463089,Male,Yes,51,Yes,Executive,7.0,High,4.0
6005,463373,Male,Yes,55,Yes,Artist,1.0,Low,3.0
6006,461910,Male,Yes,31,Yes,Artist,,Average,2.0
6007,465470,Female,Yes,61,No,Engineer,1.0,Average,2.0
6008,465985,Male,No,31,Yes,Artist,1.0,Low,3.0
6009,462715,Female,Yes,55,Yes,Artist,1.0,High,4.0
6010,461925,Female,No,33,Yes,Artist,0.0,Low,5.0
6011,465743,Female,Yes,50,Yes,Artist,1.0,Average,5.0
6012,463675,Male,Yes,71,No,Entertainment,1.0,Low,2.0
6013,459712,Male,No,18,No,Healthcare,,Low,4.0
6014,464305,Female,Yes,73,Yes,Lawyer,1.0,High,2.0
6015,467178,Female,Yes,58,No,Lawyer,0.0,High,4.0
6016,464185,Male,Yes,65,Yes,Artist,5.0,High,2.0
6017,467082,Female,Yes,75,Yes,Artist,1.0,High,2.0
6018,459948,Female,No,62,Yes,Engineer,0.0,Low,1.0
6019,465991,Female,No,38,Yes,Healthcare,0.0,Low,5.0
6020,465407,Female,No,27,Yes,Homemaker,3.0,Low,7.0
6021,466225,Male,No,19,No,Healthcare,0.0,Low,3.0
6022,465321,Male,Yes,43,Yes,Entertainment,,Low,4.0
6023,461843,Female,Yes,50,Yes,Artist,0.0,High,2.0
6024,465935,Male,No,27,Yes,Entertainment,9.0,Low,1.0
6025,463758,Male,No,33,No,Healthcare,9.0,Low,3.0
6026,464651,Female,Yes,26,No,Doctor,0.0,Average,3.0
6027,460526,Female,Yes,28,,,8.0,Average,4.0
6028,467085,Male,No,45,Yes,Entertainment,1.0,Low,2.0
6029,463965,Male,No,25,Yes,Doctor,7.0,Low,1.0
6030,467156,Male,Yes,37,Yes,Artist,6.0,Low,1.0
6031,461347,Female,Yes,37,Yes,Artist,5.0,Average,3.0
6032,462113,Female,Yes,60,Yes,Artist,8.0,High,6.0
6033,461299,Female,Yes,76,Yes,Lawyer,1.0,High,2.0
6034,466760,Male,Yes,47,Yes,Doctor,0.0,Average,4.0
6035,459760,Female,Yes,42,Yes,Artist,8.0,Low,1.0
6036,463972,Male,Yes,66,Yes,Artist,0.0,Low,4.0
6037,462051,Male,No,20,No,Healthcare,,Low,5.0
6038,467431,Male,Yes,40,Yes,Artist,9.0,Average,3.0
6039,463466,Male,No,21,No,Healthcare,13.0,Low,6.0
6040,460479,Female,No,42,No,Doctor,8.0,Low,1.0
6041,461033,Male,Yes,57,Yes,Doctor,5.0,Average,2.0
6042,460839,Male,No,23,No,Healthcare,4.0,Low,3.0
6043,462426,Female,Yes,52,Yes,Artist,2.0,Average,4.0
6044,461431,Male,Yes,42,Yes,Doctor,1.0,Average,2.0
6045,461121,Male,No,28,No,Doctor,0.0,Low,4.0
6046,467149,Male,Yes,43,Yes,Artist,9.0,Average,3.0
6047,461809,Male,No,30,Yes,Doctor,3.0,Low,2.0
6048,463793,Male,No,26,No,Healthcare,1.0,Low,6.0
6049,460168,Male,Yes,86,Yes,Executive,0.0,High,2.0
6050,463931,Male,Yes,52,Yes,Entertainment,0.0,Average,2.0
6051,463046,Female,Yes,43,No,Engineer,0.0,Low,1.0
6052,465377,Male,Yes,26,Yes,Artist,5.0,Average,
6053,460020,Male,Yes,53,Yes,Artist,1.0,Average,3.0
6054,461878,Male,No,33,Yes,Healthcare,3.0,Low,1.0
6055,465802,Male,Yes,25,Yes,Healthcare,9.0,Low,2.0
6056,466956,Female,Yes,55,Yes,Artist,1.0,Low,1.0
6057,462559,Female,Yes,47,Yes,Engineer,9.0,Average,4.0
6058,464811,Female,Yes,43,No,Engineer,,Average,
6059,467260,Male,No,27,No,Doctor,9.0,Low,4.0
6060,458994,Male,Yes,38,Yes,Healthcare,8.0,Average,4.0
6061,459772,Female,Yes,69,Yes,Artist,2.0,Average,9.0
6062,464895,Male,No,19,No,Doctor,1.0,Low,5.0
6063,460625,Female,No,28,No,Marketing,9.0,Low,2.0
6064,465263,Male,Yes,65,Yes,Artist,1.0,High,2.0
6065,461147,Male,Yes,33,Yes,Artist,2.0,Low,
6066,462441,Female,No,22,No,Healthcare,0.0,Low,4.0
6067,459828,Female,Yes,25,No,Homemaker,11.0,Average,3.0
6068,460328,Female,No,52,Yes,Artist,1.0,Low,2.0
6069,466448,Female,No,37,Yes,Artist,0.0,Low,2.0
6070,463556,Male,Yes,29,Yes,Entertainment,0.0,Low,2.0
6071,461109,Male,No,31,Yes,Healthcare,0.0,Low,3.0
6072,460557,Female,No,36,Yes,Marketing,9.0,Low,1.0
6073,466066,Female,No,73,Yes,Artist,0.0,Low,1.0
6074,459457,Male,Yes,51,Yes,Artist,2.0,Low,2.0
6075,464404,Male,No,89,Yes,Artist,1.0,Low,
6076,463538,Male,Yes,60,No,Executive,0.0,High,2.0
6077,459613,Male,No,40,Yes,Healthcare,,Low,2.0
6078,466588,Female,No,22,No,Healthcare,9.0,Low,4.0
6079,460112,Male,Yes,28,Yes,Engineer,9.0,Average,2.0
6080,466744,Female,Yes,52,Yes,Artist,1.0,Average,3.0
6081,461821,Female,No,28,No,Doctor,0.0,Low,4.0
6082,463993,Female,Yes,37,Yes,Artist,5.0,Average,2.0
6083,467779,Male,Yes,53,Yes,Doctor,2.0,Average,3.0
6084,461144,Female,No,23,No,Lawyer,0.0,Low,6.0
6085,464308,Female,Yes,75,Yes,Lawyer,0.0,High,2.0
6086,459819,Male,Yes,71,Yes,Entertainment,,High,2.0
6087,464509,Male,Yes,53,Yes,Artist,0.0,High,4.0
6088,464061,Male,Yes,30,Yes,Artist,12.0,Average,2.0
6089,466064,Female,Yes,31,No,Entertainment,0.0,Average,2.0
6090,461999,Male,No,27,Yes,Doctor,0.0,Low,5.0
6091,466913,Male,Yes,65,Yes,Lawyer,0.0,Low,1.0
6092,462627,Male,Yes,27,No,Entertainment,,Average,3.0
6093,465765,Male,Yes,52,No,Entertainment,0.0,Average,2.0
6094,460245,Female,Yes,52,Yes,Artist,3.0,Low,2.0
6095,460158,Female,No,51,No,Engineer,8.0,Low,6.0
6096,460703,Female,Yes,30,Yes,Engineer,8.0,Average,5.0
6097,465625,Male,No,42,Yes,Artist,11.0,Low,2.0
6098,466857,Female,No,19,No,Healthcare,9.0,Low,8.0
6099,466828,Male,Yes,50,Yes,Executive,0.0,High,4.0
6100,464679,Male,Yes,41,Yes,Artist,0.0,Average,4.0
6101,464145,Female,No,36,No,Engineer,14.0,Low,4.0
6102,465543,Female,Yes,43,Yes,Healthcare,0.0,Average,2.0
6103,467630,Male,Yes,85,No,Lawyer,0.0,Low,1.0
6104,465726,Male,No,70,No,,,Low,4.0
6105,466218,Female,,22,No,Healthcare,5.0,Low,4.0
6106,459645,Male,Yes,43,Yes,Artist,,Average,2.0
6107,465521,Female,Yes,47,Yes,Artist,1.0,Average,2.0
6108,460300,Female,Yes,60,Yes,Lawyer,0.0,Low,2.0
6109,466821,Male,No,30,Yes,Healthcare,0.0,Low,
6110,466367,Female,No,37,Yes,Doctor,5.0,Low,1.0
6111,464898,Male,No,31,Yes,Healthcare,0.0,Low,2.0
6112,459477,Female,No,36,No,Engineer,,Low,2.0
6113,464698,Male,Yes,82,Yes,Lawyer,0.0,Low,
6114,467129,Female,,49,No,Marketing,1.0,Average,3.0
6115,462712,Male,No,33,Yes,Homemaker,,Low,1.0
6116,465632,Male,No,37,Yes,Artist,4.0,Low,7.0
6117,460735,Male,Yes,35,Yes,Engineer,1.0,Average,4.0
6118,467812,Male,No,50,Yes,Artist,1.0,Low,1.0
6119,464950,Male,No,21,No,Healthcare,1.0,Low,4.0
6120,459562,Male,Yes,59,No,Entertainment,1.0,Average,2.0
6121,464839,Female,No,20,No,Healthcare,1.0,Low,5.0
6122,465959,Female,No,49,Yes,Engineer,9.0,Low,1.0
6123,463624,Male,Yes,62,Yes,Executive,0.0,High,4.0
